,ID,Hotel_Name,Address,State,Tel_No,Rating,Price,Latitude,Longitude
24,24,FOUR SEASONS HOTEL KUALA LUMPUR,"14, JALAN AMPANG, 50450 ",Wilayah Persekutuan Kuala Lumpur,03-2382 8888,5,641,3.1503674,101.6979337
25,25,FOUR SEASONS RESORT LANGKAWI,"Jalan Tanjung Rhu, Mukim Air Hangat, 07000 Langkawi",Kedah,04-950 8888,5,768,6.4288754,99.8022126
26,26,FRASER RESIDENCE KUALA LUMPUR,"NO.10, JLN CENDANA, OFF JALAN SULTAN ISMAIL,50250 KUALA LUMPUR",Wilayah Persekutuan Kuala Lumpur,03-21910888,5,552,3.1592514,101.7049512
27,27,G HOTEL GURNEY,"168A, Persiaran Gurney, 10250 Timur Laut",Pulau Pinang,04-238 0000,5,350,5.4375575,100.3106325
28,28,G HOTEL KELAWAI,"No.2,Persiaran Maktab, 10250 George Town",Pulau Pinang,04-219 0000,5,568,5.4356,100.3099
29,29,GENTING GRAND HOTEL,"Genting Highlands Resort, 69000 Genting Highland",Pahang,03-2718 1118,5,417,3.4235583,101.7916268
30,30,GRAND BLUEWAVE HOTEL SHAH ALAM,"Persiaran Perbandaran Seksyen 14,40000 Shah Alam",Selangor,03-5511 8811,5,794,3.0731871,101.5215037
31,31,GRAND HYATT KUALA LUMPUR,"12, Jalan Pinang, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-21821234,5,753,3.153664,101.712256
32,32,GRAND ION DELEMEN HOTEL,"JALAN ION DELEMEN 1, DENTING HIGHLANDS, 69000",Pahang,03-92262255,5,418,3.4343503,101.7870587
33,33,GRAND LEXIS PORT DICKSON,"Batu 2, Jalan Seremban , 71000 Port Dickson",Negeri Sembilan,06-653 2000,5,643,2.5498877,101.7959357
34,34,GRAND MILLENNIUM KUALA LUMPUR,"160, Jalan Bukit Bintang, 55100 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-217 4888,5,614,3.1479744,101.712256
35,35,HARD ROCK HOTEL DESARU COAST,"JALAN PANTAI 3, DESARU COAST, 81930 BANDAR PENAWAR",Johor,07-838 8888,5,438,1.5416593,104.2641964
36,36,HARD ROCK HOTEL PENANG,"Batu Ferringhi Beach, 11100 Batu Ferringhi",Pulau Pinang,04-881 1711,5,614,5.4721662,100.2471883
37,37,HATTEN HOTEL MELAKA,"Jalan Merdeka, Bandar Hilir, 75000",Melaka,06-286 9696,5,779,2.1897598,102.25078
38,38,HATTEN PLACE MELAKA,"HATTEN CITY, JALAN MELAKA RAYA 23, TAMAN MELAKA RAYA, 75000",Melaka,06-222 9696,5,794,2.18414,102.2623209
39,39,HILTON KOTA KINABALU,"JALAN TUNKU ABDUL RAHMAN, ASIA CITY 88000 KOTA KINABALU",Sabah,088-356 000,5,586,5.9670929,116.0731599
40,40,HILTON KUALA LUMPUR,"3, Jalan Stesen Sentral, 50470 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2264 2264,5,600,3.1352695,101.6862389
41,41,HILTON PETALING JAYA,"NO.2 JALAN BARAT, 46200 PETALING JAYA",Selangor,03-7959 9000,5,493,3.1024163,101.6408738
42,42,HOLIDAY INN GLENMARIE KUALA LUMPUR,"No. 1, Jalan usahawan U1/8, Seksyen U1, 40250 Shah Alam",Selangor,03-7803 1000,5,514,3.094567,101.577835
43,43,HOLIDAY INN MELAKA,"Jalan Syed Abd Aziz, 75000 Melaka",Melaka,06-285 9000,5,602,2.1870273,102.2506055
44,44,HOLIDAY INN RESORT DAMAI LAGOON,"Teluk Penyuk, 93756 Kuching",Sarawak,082-423111,5,790,1.553504,110.3592927
45,45,HOLIDAY VILLA SUBANG JAYA,"No.9 Jalan SS 12/1, 47200 Subang Jaya",Selangor,03-5633 8788,5,306,3.0792322,101.5953183
46,46,HOTEL AMARI JOHOR BAHRU,"NO. 82C, JALAN TRUS, 80000 JOHOR BAHRU",Johor,07-266 8888,5,650,1.4633597,103.7619442
47,47,HOTEL EQUATORIAL MELAKA,"Jalan Bandar Hilir, 75000 ",Melaka,06-2828333,5,644,2.192572,102.250454
48,48,HOTEL HILTON KUCHING,"Jalan Tuanku Abdul Rahman, 93300 Kuching",Sarawak,082-223888,5,471,1.5581943,110.3516965
49,49,HOTEL ISTANA,"No. 73, Jalan Raja Chulan, 50250 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-21419988,5,773,3.1493967,101.709867
50,50,HOTEL LE MERIDIEN PUTRAJAYA,"LEBUH IRC, IOI RESORT CITY, 62502 PUTRAJAYA, SEPANG",Selangor,03-86896888,5,789,2.968031,101.70751
51,51,HOTEL MAYA KUALA LUMPUR,"138 Jalan Ampang, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2711 8866,5,646,3.1589418,101.707909
52,52,HYATT REGENCY KINABALU,"Jalan Datuk Salleh Sulong, 88991 Kota Kinabalu",Sabah,088-221 234,5,300,5.980408,116.0734568
53,53,HYATT REGENCY KUANTAN RESORT,"Telok Chempedak, 25050 Kuantan",Pahang,09-518 1234,5,525,3.8119576,103.3725871
54,54,INTERCONTINENTAL KUALA LUMPUR,"No.165, Jalan Ampang, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-21611111,5,319,3.1594607,101.7159074
55,55,JW MARRIOT HOTEL KUALA LUMPUR,"183 Jalan Bukit Bintang, 55100 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2751 9000,5,611,3.1473335,101.7137913
56,56,KOTA KINABALU MARRIOTT HOTEL,"LOT G-23A, JALAN TUN FUAD STEPHENS, 88000 KOTA KINABALU",Sabah,088-286 888,5,607,5.9823039,116.0715399
57,57,LE MERIDIEN KOTA KINABALU ,"Jalan Tun Fuad Stephens Sinsuran , 88000 Kota Kinabalu ",Sabah,088-3222222,5,632,5.9793895,116.071874
58,58,LE MERIDIEN KUALA LUMPUR,"No 2, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2263 7888,5,484,3.1355713,101.6863978
59,59,LEXIS HIBISCUS PORT DICKSON,"Batu 12, Jalan Pantai, 71250 Pasir Panjang",Negeri Sembilan,06-660 2626,5,435,2.417072,101.9233964
60,60,LEXIS SUITES  PENANG,"28, JALAN TELUK KUMBAR, MK. 3, 11920 BAYAN LEPAS",Pulau Pinang,04-6282800,5,595,5.2877786,100.2322213
61,61,LONE PINE HOTEL,"97, Batu Ferringhi, Mukim 17, 11100 Batu Ferringhi",Pulau Pinang,04 -8811511,5,730,5.4759543,100.2499138
62,62,MANDARIN ORIENTAL KUALA LUMPUR,"Kuala Lumpur City Centre, 50088 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2380 8888,5,576,3.1568055,101.7132345
63,63,MANGALA RESORT  SPA,"Lebuhraya Tun Razak, 26300 Gambang, Kuantan",Pahang,09-505 7788,5,602,3.6638813,103.1152493
64,64,MAXIMS HOTEL,"Genting Highlands Resort, 69000 Genting Highland",Pahang,013-9659169,5,738,3.4235583,101.7916268
65,65,MERITUS PELANGI BEACH RESORT  SPA LANGKAWI,"Pantai Cenang, 07000 Langkawi",Kedah,04-952 8888,5,362,6.2955916,99.7228132
66,66,MICASA ALL SUITE HOTEL,"368B, Jalan Tun Razak, 50400 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2179 8000,5,396,3.1694855,101.7090311
67,67,MIRI MARRIOTT RESORT  SPA,"Jalan Temenggong Datuk Oyong Lawai, 98000 Miri, Sarawak",Sarawak,085-421121,5,572,4.375074,113.971185
68,68,MOVENPICK HOTEL  CONVENTION CENTRE KLIA,"KOMPLEKS TH SEPANG, JALAN MASJID KLIA, 64000 SEPANG",Selangor,03-8661 8661,5,633,2.7882614,101.6784903
69,69,MULU MARRIOTT RESORT  SPA,"Sungai Melinau, 98008 Mulu, Sarawak",Sarawak,085-792388,5,357,4.0300388,114.7994662
70,70,NEW WORLD PETALING JAYA HOTEL,"PARADIGM, 1 JALAN SS7/26A KELANA JAYA, 47301 PETALING JAYA",Selangor,03-7682 0000,5,770,3.1051171,101.5959701
71,71,NEXUS RESORT   SPA KARAMBUNAI ,"Off Jalan Sepanggar Bay, Locked Beg 100, 88993 Kota Kinabalu",Sabah,088-411222,5,665,6.0713107,116.1268257
72,72,ONE WORLD HOTEL ,"First Avenue, Bandar Utama, City Centre, 47800 Petaling Jaya",Selangor,03-7681 1111,5,324,3.1463395,101.6170812
73,73,PACIFIC REGENCY HOTEL SUITES,"KH Tower, Jalan Punchak, Off Jalan P.Ramlee, 50250 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2332 7777,5,632,3.1532116,101.7055068
74,74,PALACE OF THE GOLDEN HORSES,"Jalan Kuda mas, The Mines Resort City, 43300 Seri Kembangan",Selangor,03-8943 2333,5,355,3.0345826,101.7179257
75,75,PALM,"Taman Putra Perdana, Presint 1, 62000 Putrajaya",Wilayah Persekutuan Putrajaya,03-88878888,5,794,2.9410892,101.6978464
76,76,PANGKOR LAUT RESORT,"Jetty Complex Marina Island Pangkor, KM 1, Teluk Muruh, 32200 Lumut,",Perak,05-6991100,5,635,4.2068542,100.6377185
77,77,PARK ROYAL PENANG RESORT,"Jalan Batu Ferringhi, 11100 Batu Ferringhi",Pulau Pinang,04-881 1133,5,385,5.4769973,100.2532274
78,78,PARK ROYAL SERVICED SUITES KUALA LUMPUR,"No. 1, Jalan Nagasari off Jalan Raja Chulan, 50200 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2084 1000,5,769,3.1495105,101.7090089
79,79,PARKROYAL HOTEL KUALA LUMPUR,"Jalan Sultan Ismail, 50250 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2147 0088,5,689,3.1552078,101.7055352
80,80,PAVILION HOTEL KUALA LUMPUR,"168, JALAN BUKIT BINTANG, 55100",Wilayah Persekutuan Kuala Lumpur,03-2118 2000,5,502,3.1489607,101.7134125
81,81,PHILEA RESORT  SPA,"Lot 2940, Jalan Ayer Keroh, Off Jalan Plaza Tol, 75450 Ayer Keroh",Melaka,06-233 3399,5,381,2.269607,102.294424
82,82,PULLMAN KUALA LUMPUR BANGSAR,"No 1, Jalan Pantai, Tower 3,59200",Wilayah Persekutuan Kuala Lumpur,03-2298 1888,5,785,3.1165885,101.6689073
83,83,PULLMAN KUALA LUMPUR CITY CENTRE HOTEL  RESIDENCES,"Jalan Conlay, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2170 8888,5,683,3.149967,101.7171227
84,84,PULLMAN KUCHING,"No.1A, Jalan Mathies, 93100 Kuching",Sarawak,082-222888,5,611,1.554912,110.349669
85,85,PULLMAN MIRI WATERFRONT,"1347, Miri Waterfront Comm. Centre, 98008 Miri ",Sarawak,085-323888,5,617,4.399493,113.9913832
86,86,PULLMAN PUTRAJAYA LAKESIDE,"No. 2, Jalan P5/5, Presint 5, 62200 Putrajaya",Wilayah Persekutuan Putrajaya,03-8890 0000,5,723,2.9002239,101.6695991
87,87,PULSE GRANDE HOTEL PUTRAJAYA,"Taman Putra Perdana, Presint 1, 62000",Wilayah Persekutuan Putrajaya,03-88878888,5,462,2.9410892,101.6978464
88,88,PUTRAJAYA MARRIOTT HOTEL,"Lot 3991, IOI Resort, 62502 Sepang Utara",Selangor,03-8949 8888,5,517,2.967135,101.7096787
89,89,RAMADA PLAZA MELAKA,"Jalan Bendahara, 75000 Melaka",Melaka,06-284 8888,5,591,2.1970732,102.2517985
90,90,RENAISSANCE HOTEL KUALA LUMPUR,"Corner Off Jalan Sultan Ismail  Jalan Ampang.Box 13357, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2162 2233,5,710,3.1564756,101.7047414
91,91,RENAISSANCE JOHOR BAHRU HOTEL,"No. 2, Jln Permas 11, Bandar Baru Permas Jaya,81750 Johor Bahru",Johor,07-381 3333,5,585,1.4955206,103.8154665
92,92,RESORTS WORLD KIJAL,"KM28, Jalan Kemaman Dungun, 24100 Kemaman",Terengganu,09-864 1188,5,798,4.339397,103.4557577
93,93,RIVERSIDE MAJESTIC HOTEL,"Jalan Tunku Abdul Rahman,  P.O Box 2928, 93100 Kuching",Sarawak,082-247 777,5,713,1.5582181,110.3515528
94,94,ROYALE CHULAN CHERATING,"KAMPUNG CHERATING LAMA, 26100 KUANTAN",Pahang,09-584 7333,5,378,4.1268437,103.3947004
95,95,SAMA-SAMA HOTEL KL INTERNATIONAL AIRPORT,"Jalan CTA 4B, KLIA, 64000 Sepang",Selangor,03-8787 3333,5,649,2.7573646,101.7035189
96,96,SAUJANA HOTEL KUALA LUMPUR ,"Saujana Resort, Jalan Lapangan Terbang SAAS, 40150 Shah Alam ",Selangor,03-78431234,5,789,3.1201885,101.5653956
97,97,SERI PACIFIC HOTEL KUALA LUMPUR,"Jalan Putra, 50350 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-4042 5555,5,716,3.16703,101.6936957
98,98,SHAFTSBURY STELLAR PUTRAJAYA,"BLOK A, MENARA SHAFBURY PUTRAJAYA JALAN ALAMANDA PRESINT 1 62000 PUTRAJAYA",Wilayah Persekutuan Putrajaya,1-800-88-1300,5,768,2.9388906,101.7133708
99,99,SHANGRI-LA HOTEL KUALA LUMPUR,"No 11, Jalan Sultan Ismail, 50250 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2032 2388,5,354,3.1540774,101.7063402
100,100,SHANGRI-LA TANJUNG ARU RESORT,"Lot 20, Jalan Aru, 88100 Kota Kinabalu",Sabah,088-255800,5,408,5.9566799,116.0402113
101,101,SHANGRI-LA039S RASA RIA RESORT  SPA,"Pantai Dalit, P.O. Box 600, Tuaran, 89208 Kota Kinabalu",Sabah,088-791 188,5,631,5.980408,116.0734568
102,102,SHANGRI-LA039S RASA SAYANG RESORT SPA,"Batu Ferringhi, 11100 Batu Ferringhi",Pulau Pinang,04 - 888 8888,5,736,5.47124,100.246491
103,103,SHERATON HOTEL PETALING JAYA,"LOT 55, JALAN UTARA C, SEKSYEN 52, 46200 PETALING JAYA",Selangor,03-7622 8880/03-2092 3288,5,717,3.1092848,101.6410882
104,104,SHERATON IMPERIAL KUALA LUMPUR HOTEL,"Jalan Sultan Ismail, 50250 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2717 9900 ,5,390,3.1552078,101.7055352
105,105,SOFITEL KUALA LUMPUR DAMANSARA,"No. 6, Jalan Damanlela, Bukit Damansara, 50490",Wilayah Persekutuan Kuala Lumpur,03-2720 6688,5,576,3.1460576,101.6618787
106,106,SUNWAY PUTRA HOTEL ,"No. 100, Jalan Putra, 50350 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-4040 4888,5,395,3.1664256,101.6924194
107,107,SUNWAY RESORT HOTEL,"No 1, Jalan PJS 11/15, Bandar Sunway, 46150 Petaling Jaya",Selangor,03-582 8000,5,333,3.0721128,101.6057416
108,108,SUNWAY RESORT HOTEL  SPA,"Persiaran Lagoon, Bandar Sunway, 47500 Petaling Jaya",Selangor,03-7592 8000,5,655,3.0723586,101.6089721
109,109,SWISS GARDEN HOTEL  RESIDENCES,"T2-4, The Shore @ Malacca River, Jalan Persiaran Bunga Raya, 75300 Melaka",Melaka,06-288 3131,5,408,2.2029276,102.2499158
110,110,TANJONG JARA RESORT,"8 Miles, Off Jalan Dungun, 23000 Dungun",Terengganu,09-8451100,5,352,4.6529374,103.4185385
111,111,THE ANDAMAN A LUXURY COLLECTION RESORT,"P.O.Box 94, Jalan Teluk Datai, 07000 Langkawi",Kedah,04-959 1088,5,604,6.4254573,99.6771825
112,112,THE BANJARAN HOTSPRINGS RETREAT,"Jalan Sunway City Ipoh 1/2, 31400 Ipoh, Perak",Perak,05-2107777,5,367,4.6274,101.15126
113,113,THE CHATEAU SPA  ORGANIC WELLNESS RESORT,"KM 48, PERSIMPANGAN BERTINGKAT, LEBUHRAYA KARAK, 28750 BUKIT TINGGI",Pahang,09-221 3888,5,372,3.3735735,101.8591767
114,114,THE DANNA LANGKAWI,"No. 236, Telaga Harbour Park, Pantai Kok, 07000 Langkawi",Kedah,04-959 3288,5,527,6.3679776,99.6820543
115,115,THE DATAI LANGKAWI,"Teluk Datai, Mukim Padang Matsirat, 07100 Langkawi",Kedah,04-950 0500,5,563,6.4279561,99.6734963
116,116,THE FACE SUITES,1020 JALAN SULTAN ISMAIL ,Wilayah Persekutuan Kuala Lumpur,03-2168 1688,5,762,3.1597524,101.7034825
117,117,THE GARDENS HOTEL  RESIDENCES,"The Gardens, Mid Valley CityLingkaran Syed Putra 59200 ",Wilayah Persekutuan Kuala Lumpur,03-22681188,5,687,3.118791,101.6759991
118,118,THE HAVEN RESORT HOTEL,"JALAN HAVEN, 31150 IPOH,",Perak,05-220 9000,5,434,4.6413935,101.1532421
119,119,THE KASTURI RESORT,"KM 32.5, JALAN KUANTAN - KEMAMAN CHERATING, 26080 KUANTAN",Pahang,09-582 5000,5,728,4.1285434,103.3872807
120,120,THE LIGHT HOTEL PENANG,"Lebuh Tenggiri 2, Bandar Seberang Jaya, 13700 Seberang Jaya",Pulau Pinang,04-3821111,5,627,5.3949649,100.397712
121,121,THE MAGELLAN SUTERA RESORT KOTA KINABALU,"1, Sutera Harbour Boulevard, Sutera Harbour, 88100 Kota Kinabalu",Sabah,088-318 888,5,576,5.968281,116.0581489
122,122,THE MAJESTIC HOTEL KUALA LUMPUR,"No 5, Jalan Sultan Hishamuddin, 50000 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-21708888,5,559,3.1392281,101.6920414
123,123,THE ORCHARD WELLNESS  HEALTH RESORT,"63, JALAN SOLOK UBAN, KAMPUNG BRISU, LUBOK CHINA, 78100 ALOR GAJAH",Melaka,06-552 8999,5,733,2.41978,102.129349
124,124,THE PACIFIC SUTERA KOTA KINABALU,"2nd Sutera Harbour Boulevard, 88100 Kota Kinabalu",Sabah,088-318 888,5,608,5.968281,116.0581489
125,125,THE PRESTIGE HOTEL,"8, Gat Lebuh Gereja, 10300 Georgetown,",Pulau Pinang,04-2175888,5,459,5.4159743,100.3432
126,126,THE RITZ CARLTON LANGKAWI,"P.O BOX 199 JALAN PANTAI KOK, KAMPUNG TELUK NIBONG LANGKAWI",Kedah,04-952 4888,5,706,6.3628344,99.7105985
127,127,THE RITZ-CARLTON KUALA LUMPUR,"No 168, Jalan Imbi, 55100 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2142 8000,5,338,3.1471936,101.7158479
128,128,THE ROYALE BINTANG DAMANSARA HOTEL,"No 2, Jalan PJU 7/3, Mutiara Damansara, 47810 Petaling Jaya",Selangor,03-2148 9898,5,575,3.1619784,101.612692
129,129,THE ROYALE CHULAN DAMANSARA HOTEL,"No 2, Jln PJU 7/3, Mutiara Damansara,47810 Petaling Jaya",Selangor,03 7959 9000,5,570,3.1619784,101.612692
130,130,THE ROYALE CHULAN KUALA LUMPUR,"No. 5, Jalan Conlay, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2688 9688,5,725,3.1492317,101.7170283
131,131,THE RUMA HOTEL AND RESIDENCES,"NO.7 JALAN KIA PENG, 50450 ",Wilayah Persekutuan Kuala Lumpur,03-2778 0888,5,657,3.1523671,101.7145106
132,132,THE SAUJANA HOTEL KUALA LUMPUR,"SAUJANA RESORT, JALAN LAPANGAN TERBANG SAAS, 40150 SHAH ALAM",Selangor,03-7843 1234,5,764,3.1201885,101.5653956
133,133,THE ST. REGIS KUALA LUMPUR,"6, Jalan Stesen Sentral 2, 50470 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,+60 3-2727 1111,5,742,3.13423,101.6863448
134,134,THE ST. REGIS LANGKAWI,"JALAN PANTAI BERINGIN, 07000 LANGKAWI",Kedah,04-960 6666,5,670,6.2958333,99.8616667
135,135,THE TAARAS BEACH  SPA RESORT ,"P.O.Box 126, Main Post Office, 20928 Kuala Terengganu",Terengganu,09-6308888,5,388,5.329624,103.1370142
136,136,THE WATERFRONT HOTEL,"68 JALAN TUN ABANG HAJI OPENG, 93000 KUCHING",Sarawak,082-227 227,5,589,1.5586965,110.3445001
137,137,THE WESTIN DESARU COAST RESORT,"Jalan Pantai 3, Desaru Coast, 81930 Bandar Penawar,",Johor,07-838 3333,5,771,1.5416593,104.2641964
138,138,THE WESTIN KUALA LUMPUR,"199, Jalan Bukit Bintang, 55100 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2731 8333,5,697,3.1476406,101.714569
139,139,THE WESTIN LANGKAWI RESORT  SPA,Jalan Pantai Dato Syed Omar . Langkawi Kedah Malaysia,Kedah,04-960 8888,5,319,6.300639,99.855186
140,140,THE ZENITH HOTEL KUANTAN,"Putra Square 6, Putra Square, 25200 Kuantan",Pahang,09-565 9595,5,418,3.8189254,103.3272891
141,141,THISTLE JOHOR BAHRU,"Jalan Sungai Chat, 80100 Johor Bahru",Johor,07-222 9234,5,666,1.4617968,103.7413713
142,142,THISTLE PORT DICKSON RESORT,"KM 16, Jalan Pantai, Teluk Kemang, 71050 Si Rusa, Port Dickson",Negeri Sembilan,06-648 2828,5,639,2.434535,101.8630532
143,143,TRADERS HOTEL KUALA LUMPUR,"Kuala Lumpur City Centre, 50088 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2332 9888,5,599,3.1568055,101.7132345
144,144,VANGOHH PREMIER HOTEL,"NO. 3406, JALAN MACHANG BUBOK 2, 14020 BUKIT MERTAJAM",Pulau Pinang,04-548 6888,5,301,5.3300212,100.5002169
145,145,VIVANTA REBAK ISLAND LANGKAWI BY TAJ,"Pulau Rebak Besar, 07000 Langkawi",Kedah,04-9665566,5,417,6.2985351,99.6981893
146,146,W KUALA LUMPUR,"121, JALAN AMPANG, 50450",Wilayah Persekutuan Kuala Lumpur,03-2786 8888,5,777,3.158464,101.7094092
147,147,WEIL HOTEL,"No. 292, Jalan Sultan Idris Shah,30000 Ipoh",Perak,05-208 2228,5,675,4.5946965,101.090079
148,148,WYNDHAM ACMAR KLANG HOTEL,"No. 1-G-1, Persiaran Bukit Raja 2/KU1, Bandar Baru Klang, 41150 Klang",Selangor,03-33118888,5,799,3.057395,101.4682556
149,149,ZENITH PUTRAJAYA,"NO. 1, JALAN P2A, PRESINT 2, 62000",Wilayah Persekutuan Putrajaya,03-8893 9993,5,526,2.9302755,101.6873927
150,150,A039FAMOSA RESORT HOTEL,"Jalan Kemus, Simpang Ampat, 78000 Alor Gajah",Melaka,06-552 0888,4,229,2.4430572,102.2101714
151,151,AC HOTEL KUANTAN CITY CENTRE,"Jalan Teluk Sisek, 25000 Kuantan",Pahang,09-517 8000,4,281,3.8108323,103.3317717
152,152,ACAPELLA SUITE HOTEL,"8, Persiaran Sukan Seksyen 13, 40100 Shah Alam",Selangor,03-3551 8218,4,248,3.089329,101.548008
153,153,ADYA HOTEL LANGKAWI,"No 1, PT 4001, Pusat Dagangan Pelancongan Kelana Mas, Jln Persiaran Mutiara,07000 Langkawi",Kedah,04-960 8000,4,181,6.324004,99.8438843
154,154,ALOFT KUALA LUMPUR SENTRAL,"No 5, Jalan Stesen Sentral, Kuala Lumpur Sentral, 50470 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-27231188,4,148,3.1356693,101.686099
155,155,ALOFT LANGKAWI PANTAI TENGAH,"JALAN PANTAI TENGAH, MUKIM KEDAWANG, 07000 LANGKAWI",Kedah,04-9525252,4,260,6.288014,99.734787
156,156,AMAN TIOMAN BEACH RESORT,"Lot 73, Kampung Paya Pulau Tioman, Rompin,",Pahang,09-419 7788,4,289,2.7847565,104.1194308
157,157,AMANSARI RESIDENCE RESORT,"Jalan Persiaran Seri Alam, Bandar Seri Alam, 81750 Masai",Johor,07-3817008,4,189,1.5084265,103.8673789
158,158,AMBASSADOR ROW HOTEL SUITES BY LANSON PLACE,"No 1, Jalan Ampang Hilir, 55000 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-4811 2888,4,136,3.1600821,101.729338
159,159,AMBONG POOL VILLAS ,"Jalan Teluk Baru, 07000 Langkawi,",Kedah,04-9558428,4,230,6.2698829,99.7337611
160,160,AMVERTON COVE GOLF  ISLAND RESORT,"PT673, Jalan Pulau Carey, Mukim Jugra, 42960 Klang",Selangor,03-3123 3888,4,229,2.8525678,101.39917
161,161,ANCASA ROYALE PEKAN,"No 2670 Jalan Pekan-Pahang, 26600 Pekan",Pahang,09-4246600,4,144,3.5073937,103.3946593
162,162,ANSA KUALA LUMPUR,"No 101, Jalan Bukit Bintang, 55100 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2146 5000,4,240,3.148326,101.714729
163,163,ASCOTT KUALA LUMPUR,"No 9, Jalan Pinang, 50450 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2718 6868,4,220,3.1547608,101.7104767
164,164,ASCOTT SENTRAL KUALA LUMPUR,"211, Jalan Tun Sambanthan,50470 ",Wilayah Persekutuan Kuala Lumpur,03-27279999,4,150,3.1308376,101.6845925
165,165,ASEANIA RESORT   SPA LANGKAWI,"Simpang 3, Jalan Pantai Tengah, Mukim Kedawang,07000 Langkawi",Kedah,04-9552020,4,255,6.2951074,99.7393799
166,175,BERINGGIS BEACH RESORT  SPA,"KM 26, Jalan Papar, Kampung Beringgis, 89600 Papar",Sabah,088-752333,4,222,5.454221,115.7791484
167,176,BERJAYA PENANG HOTEL,"1-Stop Midlands Park, Burmah Road, 10350 Georgetown",Pulau Pinang,04-227 7111,4,206,5.4330684,100.3063546
168,177,BERJAYA TIOMAN RESORT,"Kg.Tekek, Pulau Tioman, 26800 Kuala Rompin",Pahang,09-4191000,4,296,2.8225298,104.1611318
169,178,BERJAYA WATERFRONT HOTEL,"No 88, Jalan Ibrahim Sultan, Stulang Laut, 80300 Johor Bahru",Johor,07-2219999,4,189,1.4711281,103.784589
170,179,BILLION WATERFRONT,"1, Jalan Wawasan, 87000 Labuan",Wilayah Persekutuan Labuan,087-418111,4,153,5.274159,115.2487053
171,180,BUKIT MERAH LAKETOWN RESORT,"Jalan Bukit Merah, 34400 Semanggol",Perak,05-897 8888,4,285,4.9970638,100.6567633
172,181,CAMAR RESORT LANGKAWI,"JALAN PANTAI TENGAH, MUKIM KEDAWANG, 07000 LANGKAWI",Kedah,04-952 4111,4,200,6.288014,99.734787
173,182,CAMERON HIGHLANDS RESORT,"By The Golf Course, Jalan Besar, Tanah Rata, , 39000 Cameron Highlands",Pahang,05-491 1100,4,149,4.4790656,101.3779297
174,183,CAPRI BY FRASER,Menara Tiga Serangkai Jalan Tengku Azizah,Johor,07-277 0888,4,211,1.4658497,103.7639426
175,184,CAPRI BY FRASER KUALA LUMPUR,"No.5, Jalan Kerinchi, 59200 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2386 0888,4,294,3.1102471,101.6634805
176,185,CITITEL PENANG,"66, Jalan Penang, 10000 Georgetown",Pulau Pinang,04 - 291 1188,4,146,5.4214879,100.3326863
177,186,CLUB MED CHERATING,"29th Miles Kuantan-Kemaman Road, 26080 Cherating, Kuantan",Pahang,09-5819133,4,202,4.1285434,103.3872807
178,187,COLMAR TROPICALE,"KM 48, Persimpangan Bertingkat, Lebuhraya Karak, Bukit Tinggi, 28700 Bentong",Pahang,09-221 3666,4,234,3.3735735,101.8591767
179,188,CONCORDE HOTEL KUALA LUMPUR,"No.2, Jalan Sultan Ismail, 50250 Kuala Lumpur",Wilayah Persekutuan Kuala Lumpur,03-2144 2200,4,269,3.1556254,101.7054506
180,189,COPTHORNE HOTEL CAMERON HIGHLANDS,"P.O. Box 78, Kea Farm, Brinchang, 39100 Cameron Highlands",Pahang,05-496 1777,4,183,4.5082827,101.4076335
